Level,LevelType,LevelArrangement,ScrewTypes,ScrewCapacities,ScrewPositions,NutTypes,NutColors
72,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,8,11,10;8,12,9,8;6,5,9,2;6,12,5,1;11,10,1,11;10,1,2,9;12,2,1,11;10,6,12,5;6,9,8,5"
73,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,9,6,9;2,6,2,8;10,11,6,11;5,8,5,8;9,5,11,5;10,1,8,2;10,12,1,10;12,11,1,12;1,2,12,9"
74,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,5,12,11;6,8,2,6;5,6,11,2;12,6,12,2;8,11,10,5;2,8,10,12;10,11,5,10"
75,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","9,1,9,6;9,2,10,5;6,11,8,12;5,8,5,2;10,1,10,11;6,1,8,11;1,10,2,12;11,6,12,8;2,9,5,12"
76,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,8,5,6;8,6,2,5;2,12,6,12;11,10,11,10;6,12,11,10;5,2,11,2;8,12,8,10"
77,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,10,8,11;2,11,8,5;6,8,11,6;5,10,2,12;12,10,12,2;10,6,12,5;11,2,5,8"
78,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,9,5,1;1,10,2,10;11,12,11,12;5,6,5,6;9,11,8,12;9,6,9,2;10,11,1,8;2,8,1,6;12,5,2,10"
79,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,10,6,8;5,6,12,11;11,12,11,10;2,11,8,2;12,8,10,2;8,5,2,6;5,12,6,10"
80,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","12,8,2,5;5,12,5,12;10,11,10,6;11,8,11,8;10,12,2,6;5,2,6,2;11,10,8,6"
81,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,11,8,11;12,10,5,9;11,6,2,6;9,1,10,8;1,10,11,10;12,9,1,8;9,12,1,5;5,6,5,2;2,12,2,6"
82,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,8,6,10;12,1,5,1;4,11,5,10;8,9,4,6;9,6,8,4;11,4,10,9;2,12,5,1;1,2,12,5;6,8,11,9;2,12,2,11"
83,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,2,12,11;5,6,10,8;2,10,6,11;5,12,6,10;8,2,5,2;12,8,12,5;8,11,10,11"
84,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,1,12,2;2,9,11,6;9,8,10,9;12,8,10,11;5,9,1,1;6,6,5,2;11,12,8,5;5,12,8,10;1,2,6,11"
85,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","10,5,8,1;5,2,8,5;6,1,10,6;11,8,11,6;1,9,2,9;1,12,2,8;2,10,12,6;9,5,9,11;12,11,12,10"
86,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,5,6,8;12,6,11,2;11,10,11,2;8,2,8,5;12,10,5,11;10,12,2,6;12,10,6,5"
87,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,2,5,2;8,12,8,9;5,1,9,6;2,12,10,11;1,5,1,1;9,6,8,11;10,10,8,10;12,5,11,9;6,11,6,2"
88,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,11,5,12;10,1,12,6;1,11,5,11;2,1,8,1;2,9,5,8;9,6,8,9;10,6,9,8;12,11,6,10;2,10,12,2"
89,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,12,11,2;8,10,11,10;8,5,12,11;5,8,6,10;6,2,11,10;6,5,12,6;12,2,5,2"
90,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","5,1,5,9;6,5,9,8;10,9,10,1;1,11,12,5;2,4,11,6;1,8,9,8;11,6,2,11;10,12,2,4;4,12,4,12;2,8,6,10"
91,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,6,12,5;8,10,5,11;10,8,10,6;2,11,12,6;11,12,6,12;8,2,5,2;10,8,11,5"
92,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,1,10,12;1,6,12,5;2,6,1,5;8,5,11,6;8,9,2,9;11,2,10,1;8,5,11,8;10,2,6,9;10,9,11,12"
93,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,6,6,12;5,11,12,6;8,5,8,5;10,8,2,11;2,8,2,1;10,9,1,5;9,10,9,12;9,11,1,2;10,12,6,11"
94,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,12,10,11;5,6,12,5;2,10,11,6;6,2,8,11;2,5,8,12;12,6,5,8;11,10,2,8"
95,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","10,2,10,5;11,9,8,6;12,8,2,11;9,1,5,8;1,5,6,8;2,1,6,5;9,10,6,11;12,1,2,10;12,9,11,12"
96,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,5,11,12;6,10,1,2;9,9,2,11;10,6,5,8;2,9,2,11;6,12,8,11;10,12,1,12;8,1,8,1;10,5,6,5"
97,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,6,12,11;11,8,2,12;10,12,5,2;8,10,6,5;8,6,10,2;5,8,11,6;10,11,12,2"
98,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,10,11,1;2,8,11,2;5,12,5,10;6,2,8,11;10,6,1,8;1,6,5,10;6,1,12,5;12,11,2,12"
99,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,10,2,5;6,2,11,6;11,9,1,12;8,2,1,11;6,9,10,11;9,2,8,12;1,8,6,1;12,5,10,5;10,9,12,8"
100,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","6,4,8,4;9,6,9,1;12,6,12,2;10,11,1,10;11,5,2,8;2,6,10,11;12,9,4,9;5,4,12,8;1,2,11,5;10,1,5,8"
101,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,8,5,2;12,11,10,6;8,11,2,5;6,5,10,12;11,10,12,5;8,11,6,12;6,2,8,2"
102,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,5,9,2;6,12,11,5;1,5,1,2;10,8,10,8;8,10,12,8;2,6,2,6;12,11,12,11;5,9,1,9;10,1,11,6"
103,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,1,11,8;8,11,8,2;2,12,11,10;1,5,12,1;6,2,6,9;6,11,5,1;9,10,9,5;10,2,12,10;6,5,9,12"
104,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,8,6,5;2,10,8,10;10,11,2,12;12,6,5,11;6,10,11,2;2,12,11,5;8,12,8,6"
105,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","10,11,9,6;6,5,8,11;2,10,2,9;2,1,12,8;11,10,12,10;5,6,11,8;6,1,5,9;2,9,1,5;8,12,1,12"
106,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,12,9,10;9,8,9,10;2,5,2,5;2,11,12,11;1,6,1,6;1,9,2,5;10,5,8,11;12,11,6,12;8,10,8,6"
107,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,6,8,5;5,2,8,12;2,10,6,10;11,2,5,6;10,12,8,11;12,10,11,8;12,2,11,6"
108,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,11,6,1;2,10,2,6;1,6,5,8;9,12,2,1;11,10,9,12;8,5,11,5;10,6,12,8;5,9,11,1;10,2,12,9"
109,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,8,11,8;11,2,1,9;6,2,10,5;8,4,12,6;2,6,12,5;4,10,6,12;1,9,1,9;11,4,5,4;1,5,12,9;10,2,10,8"
110,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","6,5,1,11;5,2,11,12;2,10,6,12;2,8,10,5;2,6,12,1;8,6,8,12;11,10,8,1;5,1,10,11"
111,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,6,11,9;10,2,8,1;8,12,2,8;5,10,12,1;9,5,11,9;10,12,1,11;10,1,2,6;6,8,9,5;5,11,6,2"
112,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,4,10,2;1,12,1,5;9,10,9,5;2,4,6,2;4,8,2,10;12,1,8,12;1,5,11,5;8,10,9,8;12,9,6,11;11,6,11,4"
113,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,6,2,1;10,1,5,12;11,5,12,8;2,10,11,5;10,12,5,10;8,6,11,2;6,1,6,8;1,8,12,11"
114,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,9,10,9;5,8,9,8;10,2,5,1;6,11,11,2;12,9,11,1;6,8,5,11;12,6,1,2;2,10,1,5;12,6,12,10"
115,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","5,10,8,1;5,8,9,2;5,2,6,5;4,12,9,11;4,10,12,4;12,9,11,2;6,12,8,1;11,1,11,6;10,2,9,1;10,6,4,8"
116,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,12,5,8;6,12,10,8;6,12,6,1;10,5,1,11;10,1,5,1;2,10,11,5;12,2,8,11;8,6,11,2"
117,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,8,5,11;8,9,12,8;5,1,6,12;1,6,12,8;10,11,10,12;6,9,10,2;9,5,2,6;11,9,2,1;2,10,11,1"
118,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,6,12,2;8,2,4,5;11,9,1,8;2,8,5,11;5,1,9,5;9,1,2,11;12,6,4,10;10,12,6,4;6,10,4,10;1,11,8,9"
119,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,2,8,10;10,12,8,10;1,2,11,10;5,1,6,11;1,11,12,1;11,6,2,5;2,5,8,6;12,8,5,6"
120,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","11,1,10,11;12,6,2,10;9,8,6,9;2,9,2,5;6,10,5,8;8,2,1,6;11,1,10,11;12,8,1,12;9,5,12,5"
121,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,1,12,11;2,8,12,1;11,9,5,11;6,9,6,12;4,8,2,8;5,10,1,5;5,10,1,4;6,4,12,6;8,11,2,10;9,4,10,2"
122,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,2,6,12;2,10,6,5;8,12,6,5;12,1,5,10;12,2,1,5;11,6,8,10;8,11,1,8;2,1,11,10"
123,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,9,2,9;1,6,8,11;10,9,1,5;6,12,5,11;10,6,8,10;2,9,12,5;11,1,6,12;1,10,5,8;12,11,8,2"
124,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,5,12,4;2,1,8,2;12,11,8,9;4,2,11,6;8,9,2,1;8,10,1,12;6,4,6,5;9,11,9,11;4,10,5,10;1,6,5,10"
125,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","5,1,12,10;8,11,6,2;1,11,10,2;1,8,12,6;6,8,6,8;11,1,10,5;5,2,11,10;12,5,2,12"
126,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,9,11,12;5,11,6,11;1,2,11,9;10,8,1,5;1,8,6,2;8,10,5,12;10,9,12,5;9,6,2,10;8,1,2,6"
127,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,1,8,12;10,11,9,12;5,9,1,5;6,10,6,5;6,2,5,1;11,8,1,9;9,4,12,10;8,10,4,8;12,4,2,11;2,11,2,4"
128,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,6,2,5;8,12,6,11;5,11,10,1;6,10,5,2;2,5,6,12;10,1,2,8;1,11,10,12;8,11,12,1"
129,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,8,6,1;11,9,12,10;1,5,12,2;5,10,6,9;11,6,8,2;5,11,2,10;8,1,8,1;12,6,5,12;9,2,10,11"
130,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","12,12,11,5;1,6,11,9;4,5,1,11;2,6,10,12;8,9,9,4;5,11,5,2;2,10,9,12;10,2,8,6;8,10,1,6;8,4,1,4"
131,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,2,5,11;8,1,6,10;8,1,11,6;6,10,8,1;2,12,11,12;5,10,5,6;12,10,5,1;12,2,8,2"
132,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,2,11,10;2,5,9,12;11,6,12,8;6,9,10,1;5,6,8,1;12,2,5,9;8,12,10,11;2,10,11,1;6,5,8,1"
