Level,LevelType,LevelArrangement,ScrewTypes,ScrewCapacities,ScrewPositions,NutTypes,NutColors
78,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,5,4,4;4,5,7,9;10,6,4,12;6,10,6,6;10,12,12,5;5,9,9,10;7,12,7,9;"
79,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,12,10,2;8,5,12,10;12,10,6,8;6,5,5,11;2,11,11,8;6,6,11,5;12,8,2,10"
80,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,2,8,1;2,6,2,5;7,11,9,9;11,7,1,9;5,12,8,8;1,12,7,1;5,6,2,5;7,6,12,11;6,11,9,12"
81,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","4,12,10,7;10,7,7,5;6,12,12,5;9,6,5,7;4,12,5,6;9,4,9,4;6,10,9,10;"
82,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,8,6,5;2,12,10,11;2,5,12,5;8,10,6,12;12,10,11,11;8,2,10,6;11,6,5,2"
83,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","6,9,7,8;7,8,5,1;2,11,12,7;6,2,2,11;1,6,9,5;12,9,5,1;8,1,7,9;5,12,11,6;8,2,12,11"
84,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,5,7,10;6,6,6,9;12,9,7,10;12,5,4,4;12,9,10,7;5,12,5,4;6,4,10,9;"
85,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","11,5,1,8;6,10,2,8;12,2,8,10;5,1,6,11;10,5,11,1;12,6,10,12;12,5,8,6;1,2,11,2"
86,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","1,11,7,1;2,8,9,7;8,6,2,2;6,7,11,6;6,8,11,11;9,9,1,8;7,9,2,1;"
87,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,3,10,12;12,1,9,4;6,10,10,7;4,1,3,5;1,10,1,7;5,9,9,6;3,6,12,4;3,7,5,6;9,12,7,4;"
88,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,2,11,10;6,10,11,5;10,12,5,11;12,2,6,5;12,6,2,8;6,11,8,5;8,12,10,2"
89,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,2,2,12;1,5,7,8;1,8,9,11;7,8,7,9;12,6,2,11;5,12,6,11;1,1,2,6;6,7,8,5;9,9,12,11;"
90,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","10,1,6,7;12,9,12,5;3,5,5,4;1,10,4,12;10,7,1,5;9,6,9,12;7,3,4,9;6,10,7,3;4,6,3,1;"
91,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,6,12,1;8,1,2,12;11,11,8,8;10,11,6,6;8,11,12,6;2,10,10,10;12,5,2,5;5,1,2,1"
92,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,12,9,6;2,9,12,11;9,5,8,12;6,8,6,8;7,11,1,1;2,9,7,5;11,12,11,2;7,1,2,7;5,8,5,6;"
93,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","4,5,9,12;10,12,12,10;9,5,12,5;6,9,4,5;10,9,4,6;10,7,7,6;4,6,7,7;"
94,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,11,10,2;12,1,12,1;10,6,1,6;11,6,2,8;8,10,6,12;9,11,9,5;2,5,2,9;11,8,10,12;1,5,9,5"
95,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","11,8,2,8;11,7,11,11;6,7,2,9;8,1,9,1;8,7,9,2;1,2,6,9;1,6,6,7;"
96,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","4,6,10,9;6,7,6,4;5,10,10,5;9,9,4,7;1,5,6,9;3,5,1,3;1,4,10,3;12,3,12,1;12,7,12,7;"
97,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,5,10,11;8,11,2,12;8,8,12,11;10,6,12,5;2,6,2,5;8,12,10,11;6,10,6,5"
98,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,11,11,2;9,1,12,6;12,11,7,2;9,11,8,1;5,2,6,6;1,5,5,9;2,12,8,8;7,9,5,8;7,1,7,6;"
99,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,3,9,7;9,3,5,4;6,4,10,1;7,10,9,5;10,1,9,5;6,10,6,12;3,6,12,4;4,1,3,5;7,12,7,12;"
100,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","10,8,6,11;2,12,11,12;6,10,8,10;2,8,6,8;2,5,12,10;2,6,11,5;5,12,5,11"
101,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,2,1,1;1,1,1,1;1,1,2,1;1,1,2,1;","6,11,12,5;5,12,5,8;11,6,8,8;5,9,7,12;11,2,7,8;1,1,2,12;6,2,9,7;6,2,1,9;11,7,1,9;"
102,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,9,5,7;4,7,10,5;6,12,10,10;12,4,10,12;7,4,9,9;5,6,9,7;6,5,4,12;"
103,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,1,5,1;6,1,10,11;6,2,11,6;5,8,12,10;6,8,10,2;11,8,5,12;8,12,2,5;2,11,1,10"
104,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,2,6,11;1,8,2,1;11,1,9,9;8,2,8,9;7,9,1,7;8,7,11,2;11,6,6,6;"
105,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,5,3,6;10,9,4,10;5,10,4,1;12,12,3,7;1,9,9,6;1,3,5,5;1,4,12,7;4,3,6,12;6,10,7,9;"
106,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,9,11,12;5,2,9,2;11,10,5,12;8,1,8,8;6,1,9,12;5,11,9,1;10,2,12,2;6,8,10,10;5,1,6,6"
107,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,7,1,1;8,6,12,5;11,8,1,12;12,8,5,6;7,5,12,2;2,5,2,9;11,11,7,9;6,2,11,9;6,1,8,9;"
108,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,12,12,9;10,3,7,1;9,6,7,3;10,6,12,7;12,9,6,10;5,1,5,4;3,1,10,4;4,4,3,7;6,5,5,9;"
109,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,8,10,10;5,9,5,9;5,6,2,12;12,10,12,12;9,5,8,6;6,11,6,11;8,1,8,2;11,9,11,10;2,1,2,1"
110,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","7,6,11,6;1,2,2,11;5,8,9,7;11,1,8,12;6,12,7,1;12,9,5,5;8,8,9,1;5,12,7,6;2,11,9,2;"
111,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,12,4,6;12,6,5,4;10,5,9,6;6,7,9,10;7,10,7,12;10,5,12,7;9,4,4,5;"
112,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,1,8,10;9,6,8,12;6,9,12,9;10,11,5,1;9,8,2,8;11,5,2,6;2,12,5,12;11,10,1,5;2,11,10,1"
113,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","8,9,7,1;2,9,7,1;8,7,11,6;9,2,11,1;11,6,2,9;6,6,8,7;8,2,1,11;"
114,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,3,12,5;10,4,3,10;4,6,1,4;3,5,12,9;1,10,12,7;7,5,5,6;9,7,6,1;3,9,10,9;12,4,1,6;"
115,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","2,8,2,6;9,5,6,2;6,1,1,12;11,5,12,1;9,10,9,12;10,12,1,5;10,8,2,5;10,9,6,11;8,11,8,11"
116,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,8,12,9;2,12,11,7;9,12,8,7;6,6,1,8;5,8,11,7;2,1,11,5;1,9,5,6;11,7,12,6;9,5,2,2"
117,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","7,5,4,1;12,1,9,7;6,1,6,10;3,7,3,6;5,10,10,9;6,3,1,9;10,4,12,3;4,5,12,4;9,7,12,5;"
118,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,2,1,6;2,8,6,1;12,10,1,8;12,10,12,2;10,9,9,8;12,5,9,1;10,11,6,9;6,11,5,11;11,5,2,5"
119,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,2,1,2;1,1,1,1;1,2,1,1;1,1,1,1;","11,7,6,7;12,8,9,9;12,7,2,5;2,5,9,8;2,8,8,6;11,1,5,1;11,12,12,2;6,1,6,7;5,9,11,1;"
120,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,7,7,5;10,12,9,6;12,10,7,6;6,4,5,9;4,10,5,4;9,4,10,12;6,12,7,9;"
121,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,8,12,2;6,11,2,8;6,5,2,2;5,12,8,10;11,12,10,6;10,11,10,11;6,5,12,8"
122,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,7,6,8;11,6,6,7;11,1,1,2;7,9,7,11;8,11,2,1;8,8,9,9;6,1,9,2;"
123,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,4,5,1;3,3,4,6;10,3,9,10;1,7,3,6;6,5,10,4;12,9,9,1;5,12,9,10;12,1,4,7;6,12,7,5;"
124,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,2,12,10;10,2,10,5;10,8,8,6;6,11,11,8;11,12,5,2;6,12,5,11;8,6,2,5"
125,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,7,8,11;11,9,2,2;1,9,7,2;9,5,5,7;6,12,12,11;12,2,5,5;8,6,11,7;6,1,1,8;8,12,6,1;"
126,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,7,9,10;9,4,4,12;12,9,3,3;1,7,3,7;7,3,6,4;4,5,5,6;12,1,6,5;10,10,9,10;1,5,6,12;"
127,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,11,2,6;5,6,5,8;8,9,8,6;12,10,5,2;5,6,12,10;9,1,11,12;11,1,10,2;12,10,1,9;9,8,2,11"
128,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,11,1,8;2,5,6,5;7,5,7,12;2,8,6,6;12,12,2,2;7,9,9,11;1,5,6,11;12,8,9,1;11,9,7,8;"
129,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,6,10,10;12,7,12,5;4,5,4,6;4,9,10,6;5,6,7,12;10,7,9,9;12,7,9,4;"
130,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,2,2,2;1,2,2,2;1,1,2,2;1,1,2,2;1,2,2,2;1,2,2,2;1,2,2,2","6,12,6,11;10,2,5,10;8,8,6,5;5,5,11,12;10,2,12,10;11,8,11,12;2,8,2,6"
131,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,7,1,8;7,1,9,6;11,2,6,11;2,8,9,2;11,1,8,9;6,7,7,2;1,8,11,9;"
132,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,10,5,6;3,10,5,6;6,3,12,3;7,4,5,1;1,9,7,12;10,1,7,12;9,12,3,7;4,4,9,10;5,4,1,9;"
133,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,2,6,12;5,8,5,9;9,1,5,1;8,10,12,9;11,5,11,11;10,8,2,12;1,9,8,1;2,10,6,10;11,6,2,12"
134,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,12,2,6;8,5,6,1;11,1,11,8;7,11,2,2;9,8,12,6;9,1,9,12;5,8,5,1;11,2,7,9;5,6,12,7;"
135,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","10,4,4,12;3,6,5,1;3,9,7,7;9,10,12,6;6,3,10,7;4,10,9,1;9,12,5,5;6,7,1,5;1,4,3,12;"
136,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,9,12,11;2,5,10,5;2,10,5,6;10,8,6,11;9,9,12,11;9,5,11,8;2,8,1,8;6,1,6,1;10,2,1,12"
137,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","9,2,9,6;6,12,11,7;7,7,1,9;2,5,11,12;8,1,12,9;7,1,5,11;8,5,12,6;6,11,8,2;2,1,8,5;"
138,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,1","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,7,10,6;9,12,10,5;4,6,6,12;4,4,12,5;6,7,12,4;9,5,7,10;5,10,9,7;"
139,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,12,2,12;11,10,11,5;8,10,2,5;5,8,2,12;6,2,6,12;10,11,10,8;11,6,6,8"
140,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,9,7,1;11,11,6,9;7,2,8,9;6,11,11,1;2,9,1,6;8,6,2,1;8,7,7,8;"
